laureat_amoa; entreprises
SMART-ICT Future Engineer , 
ICT Engineer , Institut National des Postes et Télécommunications
Ingénieur Radio | 4G&5G | Smart ICT , 
Smart ICT Engineer | Telecommunications | SDN | Networking , 
Data Engineer || BI & Data visualization. , 
Virtualization, storage & backup engineer at Bouygues Construction , Bouygues Construction
